id,jobPosition,number,workAddr,educationNorm,specialtyNorm,postNum,deptName
4C57BEAA-99B8-474E-9B1F-ED21A3B98200,油气勘探技术岗,32,豫、陕、甘、宁、蒙地区,本科、硕士研究生,地质学、地球物理学、勘查技术与工程、资源勘查工程、石油地质、矿物学岩石学矿床学、地球探测与信息技术、古生物学与地层学、矿产普查与勘探、沉积学、构造地质学、海洋地质、地球信息科学与技术、地质工程、地质资源与地质工程、非常规油气地质与勘探、固体地球物理学、资源与环境、地球化学,228,华北石油局
59A6EF5D-9849-41C0-97A0-2DCF47E16BB1,生产运行操作岗,54,重庆市长寿区,大专（高职）,应用化工技术、石油炼制技术、精细化工技术、石油化工技术、煤化工技术、高分子合成技术、分析检验技术、化工智能制造技术、化工装备技术、化工自动化技术、化工安全技术、高分子材料智能制造技术、材料工程技术、复合材料智能制造技术、热能动力工程技术、发电运行技术、热工自动化技术、电厂化学与环保技术、电气自动化技术、机电一体化技术、工业过程自动化技术、机电设备技术、油气储运技术、石油工程技术、环境监测技术、环境工程技术、发电厂及电力系统、电力系统自动化技术、电力系统继电保护技术、供用电技术、药品生产技术、化学制药技术等相关专业,385,重庆川维化工有限公司
374BE3D6-0342-4A36-99DF-F8916E6AEC03,炼化工艺设计B岗,9,广州,硕士研究生,化学工程；化学工艺；能源化学工程；化学工程与技术；应用化学；高分子化学与物理；有机高分子等相关专业,64,广州（洛阳）工程
D486EADB-44B2-432F-B352-B6F736B11B0F,测录井与固井技术岗,3,上海、海上平台、物探船或工程船,本科,包括测录井技术与固井化验两类方向：钻井技术、石油工程技术、油气地质勘探技术、工程地质勘查、钻探工程技术、地球物理勘探技术、矿产地质勘查机械设计与制造、电气自动化、自动化、数字化设计与制造技术、化学、应用化学、石油化工技术、应用化工技术、分析检验技术等专业。,22,海洋石油工程公司
4BA361DC-572F-45AC-A653-8BF968052038,起重运输机械操作,15,天津或国内外项目现场,大专（高职）,机械设计与制造、机械制造与自动化、数控技术、电机与电器、材料成型与控制技术、机电一体化技术、电气自动化技术、生产过程自动化技术、电力系统自动化技术、检测技术及应用、液压与气动技术、机电设备运行与维护、机电设备维修与管理、数控设备应用与维护、汽车制造与装配技术、汽车检测与维修技术、汽车运用技术、交通安全与智能控制、城市交通运输、道路桥梁工程技术、工程机械控制技术、工程机械运用与维护、城市轨道交通车辆、城市轨道交通工程技术、航海技术、轮机工程技术、船舶工程技术、航道工程技术、港口物流设备与自动控制、港口工程技术、发电厂及电力系统、供用电技术、电力系统继电保护技术、热能动力工程技术、新能源装备技术、新能源汽车技术,112,重型起重运输工程公司
C76532D9-A73C-40EB-AA13-01B88F67FB60,新能源技术B岗,5,江西省,本科,"
新能源类、能源化学类、能源动力类、能源动力与工程类、化学类、物理学类等。",39,江西石油分公司
C8BC6653-EFEA-401E-B18C-DD04D0A8E4ED,设备技术岗（三地生）,5,新疆 乌鲁木齐,本科,机械工程、材料成型及控制工程、机械设计制造及其自动化、过程装备与控制工程、机械电子工程、焊接技术与工程、金属材料工程等机械专业,37,南京化工公司
AD4FBB17-63B6-4D29-BA81-CDBCC31050F0,工艺设计技术A岗,7,北京或国内外项目现场,硕士研究生,化学工程与技术、化学工艺、化学工程、应用化学、高分子化学、高分子物理、高分子材料、材料科学与工程（高分子方向）、高分子材料与工程、材料与化工（高分子方向）、热能工程、能源与动力工程、环境与能源工程、能源科学与工程、工程热物理、安全科学与工程、安全技术与工程、安全工程、安全检测及其他与炼化工程工艺设计密切相关的新能源、新材料、新工艺专业。,52,工程建设公司
E6AC3765-6035-4F5D-89EB-5C3600D3B795,仪表电气电信类设计岗,13,广州,硕士研究生,控制科学与工程；控制理论与控制工程；检测技术与自动化装置；系统工程；电气工程；电力系统及其自动化；电机与电器；电力电子与电力传动；高电压与绝缘技术；电工理论与新技术；电子与电气工程；工业电气自动化；电子信息工程；信息与通信工程；电子与通信工程等相关专业,97,广州（洛阳）工程
BC0E2C8E-6C5A-42BE-A05B-C7CEBA5F5CC0,电气与电气新能源设计A岗,4,北京或国内外项目现场,硕士研究生,电气工程、电力系统及其自动化、电力电子与电力传动、高电压与绝缘技术、电机与电器、电工理论与新技术、新能源科学与工程（电力系统方向）、可再生能源与清洁能源（新能源储能一体化技术 、新能源装备及系统技术）、储能科学与工程（储能与新型电力系统 、电化学储能材料与系统）、氢能科学与工程 （电解制氢原理与技术方向）及其他与炼化工程电气与电气新能源设计密切相关的专业。,29,工程建设公司
0EB3C1A3-AA59-4667-BE59-3155AA4BE66F,化工机械研究硕士岗,2,北京市,硕士研究生,机械工程、机械制造及其自动化,16,北京化工研究院
159FA5B5-1A99-42AD-B496-46FC19F9A1D8,化学工程研究硕士B岗（燕山分院）,4,北京市,硕士研究生,化学工程与技术（重点化学工程、化学工艺、工业催化、应用化学）、化学（重点有机化学、物理化学、分析化学）,30,北京化工研究院
344520CB-2F3C-4EF1-B45E-717EB80C6149,设备设计岗,8,广州,硕士研究生,化工过程机械；机械工程；机械制造及其自动化；机械设计及理论；动力机械及工程；能源与动力工程；热能工程；工程热物理；能源与动力工程；能源科学与工程等相关专业,60,广州（洛阳）工程
E07AD3E0-9D5E-4D2C-8284-1D6A3291FA9A,设备维护（制造）岗,10,江苏 南京,大专（高职）,机械设计与制造、机械制造及自动化、机械装备制造技术、化工装备技术、化工设备维修技术、智能焊接技术等专业,76,南京化工公司
F0DCC1AE-D0A5-4612-A482-1CB68F26C70A,化学工程研究博士B岗,5,北京市,博士研究生,化学工程与技术（重点化学工程、化学工艺、工业催化、应用化学）、化学（重点有机化学、物理化学、分析化学）、环境科学与工程（重点环境工程）,38,北京化工研究院
110A0791-3B5A-4D99-B0CF-D0D4DA5B0908,华南分公司化工客户代表,15,广东广州及华南区域经营网点（广东汕头、广东茂名、福建泉州、云南昆明、海南洋浦）,硕士研究生,   炼油化工类高分子化学与物理、化学工程、化学工艺、材料学（高分子研究方向）、化学、应用化学等相关专业。,115,化工销售有限公司
577F314C-70D9-4EC6-A807-B24EC5812134,电气仪表技术岗（三地生）,5,新疆 乌鲁木齐,本科,电气工程及其自动化、电气工程与智能控制、电机电器智能化、自动化、测控技术与仪器等专业,40,南京化工公司
53B90150-E62C-42A0-86AF-B661CE2B2487,油气研究岗,17,吉林省长春市及周边,硕士研究生,矿产普查与勘探、地质学、地球探测与信息技术、地质工程、地球物理学、矿物学岩石学矿床学、油气田开发地质、石油与天然气工程、构造地质学、地球信息科学与技术、地球化学、应用化学、化学工程与工艺、勘查技术与工程、油气井工程、油气田开发工程、油气储运工程、油田地面工程、石油工程、资源勘查工程（石油与天然气方向）等油气勘探、开发、工程类相关专业。,132,东北石油局
EF5C286B-8B69-4667-B1B3-B1A702641387,油气工程地质A岗,44,"武汉、潜江 、荆州、涪陵、万州、寿光、延安
",硕士研究生,油气田开发工程、油气井工程、石油与天然气工程、矿产普查与勘探、构造地质学、矿物学岩石学矿床学、古生物与地层学、油气田开发地质、地质工程、地球探测与信息技术、石油工程、油气储运工程、地质学、油田化学、地球化学、勘察技术与工程（物探、测井）、资源勘查工程（物探、测井）、资源与环境（地质学、石油与天然气工程方向）、地球物理学等石油工程类、地质类专业,345,江汉油田
F30C31F5-D0E1-488D-A77B-B9EE438E687A,催化剂技能操作岗（京外）B,7,大连、南京,大专（高职）,电气自动化技术、高分子材料与工程、高分子材料工程技术、工业分析技术、工业分析与检验、工业过程自动化、焊接技术及自动化、化工设备维修技术、化工装备技术、化工自动化技术、生产过程自动化技术、自动化生产设备应用、机械设计与制造、机械制造与自动化、化学工程与工艺、机电设备维修与管理、机电一体化技术、精细化工、精细化工技术、精细化学品生产技术、石油化工生产技术、应用化工技术、应用化学、石油化工技术、石油化工生产技术、有机化工生产技术、安全技术、智能制造技术、材料工程技术,58,催化剂公司
382F18AF-B770-4261-B525-C38B45217B3D,采油（气）技师,8,重庆南川、山西临汾、江苏泰州,大专（高职）,石油工程类、机械工程类、电气工程类,63,华东石油局
E7638627-915D-48B5-B93A-251AA690CF0B,勘探开发工程技术岗（三地生）,5,南阳,本科、硕士研究生,地质资源与地质工程、地球探测与信息技术、地球信息科学与技术、矿产普查与勘探、海洋资源与环境、地质工程、地质学、矿物学岩石学矿床学、构造地质学、地球化学、古生物与地层学、能源地质工程、油气田开发地质、沉积学、海洋地质、资源勘查工程、勘查技术与工程、地球信息科学与技术，石油与天然气工程、油气田开发工程、油气井工程、石油工程、矿业工程、采矿工程、矿物加工工程、矿物资源工程、智能采矿工程、海洋油气工程等油气勘探开发类相关专业，化学、应用化学、化学测量学与技术、资源化学、化学生物学、能源化学、能源化学工程、分子科学与工程、化学工程、高分子物理化学、工业催化、无机化学、分析化学、物理化学、有机化学等化学化工类相关专业，油气储运工程、机械工程、机械工艺技术、机械设计制造及其自动化、工程力学、材料成型及控制工程、机械电子工程、微机电系统工程、工业设计、过程装备与控制工程、车辆工程、汽车服务工程、机械工艺技术等机械类相关专业，电气工程及其自动化、智能电网信息工程、电气工程与智能控制、控制工程、测控技术与仪器、精密仪器、自动化、控制理论与控制工程、检测技术与自动化装置、测试计量技术及仪器等电气自动化仪器类相关专业，电子信息工程、电子科学与技术、电子信息科学与技术、通信工程等电信类相关专业，安全工程、环境科学与工程、环境工程、资源环境科学、水质科学与技术等安全环境类相关专业，材料科学与工程、材料物理、材料化学、冶金工程、金属材料工程、无机非金属材料工程、高分子材料工程、复合材料与工程、新能源材料与器件、复合材料成型工程等材料类相关专业，能源与动力工程、 能源与环境系统工程、新能源科学与工程、储能科学与工程、能源服务工程等能源动力类相关专业，土木工程、土木水利、建筑环境与能源应用工程、给排水科学与工程、建筑电气与智能化、建筑学等土木建筑类相关专业。,40,河南油田
4764FA5F-591D-4A2D-AC08-211223FBC548,有机化学（有机合成）研究博士岗,8,北京市,博士研究生,有机化学,65,北京化工研究院
4ECF53CC-0273-4C11-93EB-6B088B3868FC,仪表控制管理硕士岗,1,北京市,硕士研究生,仪表及自动化、仪器仪表工程,8,北京化工研究院
06EB277B-762C-4644-A5E8-33EF3CCE3273,基建工程管理二岗（三地）,2,山西省各地市,硕士研究生,土木工程、工程管理、结构工程、建筑等以及相关专业,16,山西石油分公司
67580E13-CC34-46CA-B00C-3794E0D4A966,油气储运技术操作岗,1,青岛市黄岛区,本科、硕士研究生,油气储运工程,8,青岛炼化公司
B3A7AB2B-290B-4D4F-963F-3B907453564A,安全管理岗（三地）,1,湖北省内,本科、硕士研究生,安全技术及工程、安全科学与工程、应急管理类、雷电防护科学与技术,7,湖北石油分公司
956BCA24-C234-40B5-97E4-7B9D0A5B3F0F,数质量管理岗（三地）,1,湖北省内,本科、硕士研究生,化学类、化学工程与技术类,8,湖北石油分公司
69A5179B-E1BF-4390-80BB-7CFB18F84F81,"科技管理
（北京生源博士）",1,北京,博士研究生,科学学、科学学理论、科技管理、科学研究管理等相关专业,8,经济技术研究院
F67B0AA2-FCBE-498C-A5AD-7ECBB62FF233,"炼油化工研究
（北京生源硕士）",1,北京,硕士研究生,化学、化学工程、化学工艺、化学工程与技术、应用化学、有机化学、高分子化学、物理化学、石油炼制技术、石油化工技术、石油加工、有机化工、材料化学、高分子材料、材料化学与工程、化工材料、石油炼制、工业自动化、控制科学与工程等相关专业,8,经济技术研究院
463F8E08-7974-4EEA-A517-29A170FA0233,翻译岗（三地生）,2,沙特阿拉伯,本科,阿拉伯语、西班牙语。,16,第五建设公司
E13CBD5B-C4F8-4338-B718-47DEF69E8D4E,燕山经营部化工客户代表,2,北京市房山区,硕士研究生,   炼油化工类高分子化学与物理、化学工程、化学工艺、材料学（高分子研究方向）、化学、应用化学等相关专业。,16,化工销售有限公司
B50A0989-614B-41F7-9822-E83C00326AE2,热能工程设计B岗,2,广州,硕士研究生,热能工程；工程热物理；能源与动力工程；能源科学与工程等相关专业,16,广州（洛阳）工程
21CB7833-74FE-4312-9269-B3BAC726E7F5,结构设计岗,2,广州,博士研究生,土木工程；结构工程；岩土工程；建筑与土木工程；工程力学；工程分析与计算力学等相关专业,17,广州（洛阳）工程
085D1DE0-93D1-4BCF-907D-B4CC23ABF552,四平地区加能站站经理储备A岗（安全环保管培生）,1,吉林省四平市,本科、硕士研究生,安全、环保类等相关专业,8,吉林石油分公司
42FD8671-3EF4-49D8-A053-FDB264BDB351,华北分公司润滑油脂技术2,1,北京,本科、硕士研究生,"分析化学、化学工程、化学工艺、应用化学、物理化学、高分子化学与物理、机械制造及其自动化、机械电子工程、车辆工程、材料物理与化学、材料学、材料加工工程、动力机械及工程、化工过程机械、流体机械及工程；
化学工程与工艺、化学、应用化学、资源化学、分子科学与工程、精细化工、材料化学、材料科学与工程、高分子材料与工程、复合材料与工程、油气储运工程、过程装备与控制工程、机械工程、机械设计制造及其自动化、车辆工程、机械电子工程、机械工艺技术、新能源汽车工程、智能制造工程、智能车辆工程、自动化、电气工程及其自动化、电气工程与智能控制、电机电器智能化、电子信息工程、信息工程、集成电路设计与集成系统、电子科学与技术、机器人工程、智能装备与系统、工业智能、能源动力工程、新能源科学与工程、储能科学与工程、氢能科学与工程、可持续能源",8,润滑油公司
E367E306-66CB-471D-BBC8-B4CAA7665C0B,润滑油脂技术,3,北京,本科、硕士研究生,"分析化学、化学工程、化学工艺、应用化学、物理化学、高分子化学与物理、机械制造及其自动化、机械电子工程、车辆工程、材料物理与化学、材料学、材料加工工程、动力机械及工程、化工过程机械、流体机械及工程；
化学工程与工艺、化学、应用化学、资源化学、分子科学与工程、精细化工、材料化学、材料科学与工程、高分子材料与工程、复合材料与工程、油气储运工程、过程装备与控制工程、机械工程、机械设计制造及其自动化、车辆工程、机械电子工程、机械工艺技术、新能源汽车工程、智能制造工程、智能车辆工程、自动化、电气工程及其自动化、电气工程与智能控制、电机电器智能化、电子信息工程、信息工程、集成电路设计与集成系统、电子科学与技术、机器人工程、智能装备与系统、工业智能、能源动力工程、新能源科学与工程、储能科学与工程、氢能科学与工程、可持续能源",25,润滑油公司
5281BE43-78CD-48D6-8107-05C8934B9023,"焊接技术岗
（三地生）",1,天津及项目所在地,本科、硕士研究生,"硕研：材料物理与化学、材料学、材料加工工程、材料与化工等相关专业。
本科：焊接技术与工程、材料成型及控制工程、材料科学与工程、金属材料工程等相关专业。",8,第四建设公司
F7C4156D-634C-4BF3-9E8C-7176264EA8D8,炼化工艺研发岗,1,南京,博士研究生,1.化学工程；化学工程与技术；化学工艺等相关专业;2.专业方向：反应工程（反应动力学和反应热力学研究或反应器设计）；分离工程（分离工艺研究或分离过程强化）,8,南京工程公司
FE58792A-3141-4325-A6B5-54CC84E38F60,动、静设备设计岗,3,南京,硕士研究生,化工过程机械；流体机械及工程；能源与动力工程;动力工程及工程热物理（机械相关）等相关专业,25,南京工程公司
4CE3EECE-04E6-453F-BEE9-78971F30A5EC,设备管理岗（三地生）,2,娄底、永州,本科、硕士研究生,机械工程、机械设计制造及其自动化、材料成型及控制工程、机械电子工程、工业设计、过程装备与控制工程、机械工艺技术、微机电系统工程、测控技术与仪器、智能制造工程、精密仪器、智能感知工程、机械制造及其自动化、机械设计及理论、精密仪器及机械、测试计量技术及仪器、仪器仪表工程、工业设计工程、智能制造技术、机器人工程、化工过程机械、动力机械及工程、动力工程、电气工程及其自动化、电气工程与智能控制、电机电器智能化、电机与电器、电力系统及其自动化、高电压与绝缘技术、电力电子与电力传动、电工理论与新技术、电气工程、电子信息工程、电子科学与技术、通信工程、微电子科学与工程、光电信息科学与工程、信息工程、集成电路设计与集成系统、电子信息科学与技术、电信工程及管理、人工智能、物理电子学、电路与系统、微电子学与固体电子学、通信与信息系统、信号与信息处理、新一代电子信息技术、集成电路工程、光电信息工程、自动化、智能装备与系统、工业智能、控制理论与控制工程、检测技术与自动化装置、系统工程、模式识别与智能系统、控制工程等专业。,16,湖南石油分公司
E8BEA841-8193-4034-8601-82B064930490,船体工程师岗,2,上海、海上平台、物探船或工程船,本科,专业包括：船舶与海洋工程、航海技术等专业。,16,海洋石油工程公司
738EAC23-06E2-487F-86D4-357F6F9FF99F,"安全设备岗
（三地生）",2,嘉兴海宁、衢州龙游,本科、硕士研究生,"本科：电气工程及其自动化、油气储运工程、机械工程、机械设计制造及其自动化、机械电子工程、电气工程与智能控制、自动化、控制理论与控制工程、安全工程、消防工程、安全防范工程、能源与环境系统工程、环保设备工程等相关专业；
硕研：安全科学与工程、安全工程、安全技术及工程、能源与环保、电气工程、能源环境工程、能源与动力工程",16,浙江石油分公司
B6DE4864-6251-41C7-8A08-7A474B9B89CE,沉积与岩石博士岗（无锡）,2,无锡,博士研究生,沉积学、层序地层学、矿物学岩石学矿床学、储层地质、石油地质、地质资源与地质工程，矿产普查与勘探等,17,石油勘探开发研究院
C102A086-D274-4F76-A224-9E8BA8ADB5EF,实验仪器研发硕士岗,1,北京,硕士研究生,仪器仪表、机械设计及理论、 机械电子工程、机械制造及自动化,9,石油勘探开发研究院
DB7169F3-3C78-47C2-8E1A-0038920FEFCB,开发地质硕士岗,1,北京,硕士研究生,开发地质、油气田开发工程、地质资源与地质工程、矿产普查与勘探、油藏地质等,8,石油勘探开发研究院
8A38FB30-3E58-48E8-942C-249F6DAA52AF,油品营销管理岗,2,北京,硕士研究生,化学工程、应用化学、精细化工、国际贸易、应用分析、俄语、西班牙语、阿拉伯语,16,燃料油公司
0B958868-EA7A-48AD-82FB-982CA2D9C41A,招标业务岗-南京公司,1,南京,硕士研究生,化工过程机械（流体密封技术与阀门方向）,8,国际事业公司
6FF0171B-8179-4980-889C-4A99DDBB1390,安全管理岗B,1,北京,硕士研究生,安全科学与工程、安全科学、安全技术、安全系统工程、安全与应急管理、动力工程及工程热物理、化学工程、化学工艺等,8,石油化工科学研究院
4B6DB8AE-B23C-4F54-A7D0-64C52EE09E98,安全智能管控研发岗,2,青岛,博士研究生,计算机科学与技术、控制科学与工程等专业,16,安全工程研究院
B3148576-D8D7-4887-9D5F-712CACFF8096,操作岗,130,北京市,大专（高职）,化学工程、应用化工技术、石油炼制技术、石油化工技术、高分子合成技术、精细化工技术、化学制药、药品生产技术、工业分析技术、工业分析与检验、化工装备技术、机械制造与自动化、化工自动化技术、高分子材料加工技术、油气储运技术、环境工程技术、化工安全技术、安全技术与管理、机电一体化技术、供用电技术、电厂热能动力装置、电厂化学与环保技术、电力系统继电保护与自动化技术、工业过程自动化技术、工业自动化仪表、电气自动化技术、铁道通信信号设备制造与维护、铁道车辆、铁道机车车辆制造与维护、城市轨道车辆技术、城市轨道交通运营管理等,1048,燕山石化
3ED58388-6EA5-4C9D-8C34-FE2199B42885,炼油化工工艺设备技术岗2,31,安徽省安庆市,本科,"炼油化工类：化学工程与技术（化学工程、化学工艺、工业催化）、化学工程与工艺、化工与制药、生物化工（工程）、煤化工工艺、精细化工、化学、应用化学、分析化学、有机化学、有机化工、工业分析与检验、材料学、材料科学与工程、材料（化）学、材料物理、高分子化学与物理、高分子材料与工程、油气储运工程、石油与天然气工程、石油炼制技术、石油化工、工业水处理技术、给排水科学与工程等专业。
机械设备类：过程装备与控制工程、动力机械及工程、流体机械及工程、化工过程机械、机械工程、机械设计制造及其自动化、机械电子工程、材料成型及控制工程、金属材料工程、焊接技术与工程、机电一体化等专业。
热能电力类：能源与动力工程、工程热物理、电厂锅炉、热能与动力工程、热能工程、电力系统及其自动化、供配（用）电技术等专业。
电气仪表自控类：电气工程、电气信息工程、电力工程与管理、化工仪表、电气工程与智能控制、测控技术与仪器、测试计量技术及仪器、电子信息技术及仪器、控制工程、控制科学与工程、控制理论与控制工程、应用电子技术、电子信息工程、电子（信息）科学与技术、通信工程等专业。",251,安庆石化
4CBE5676-6C22-407D-A871-22E00A224B80,工程技术岗,14,荆州、潜江、华北、西北、海外项目部,本科、硕士研究生,石油与天然气工程、土木工程、安全科学与工程、工程造价、给排水科学与工程、石油工程、油气储运工程、安全工程、安全技术与工程、建筑学等,114,石油机械股份有限公司
91032C44-0404-4489-A581-226D22B66B73,石油工程技术岗,8,上海、海上平台、物探船或工程船,本科,专业包括：石油工程、海洋油气工程、油气井工程、勘查技术与工程、钻井工程、资源勘查工程、采油气工程、海洋地质、地质学、地质工程、测绘工程、油气储运工程、石油与天然气工程、岩土工程等专业。,65,海洋石油工程公司
48966A36-C99E-4724-9A01-EBD2282A6F26,油气勘探岗,25,扬州、淮安、南京,本科、硕士研究生,地球探测与信息技术、地球物理学、地质工程、地质学、地质资源与地质工程、矿物学岩石学矿床学、古生物学与地层学、矿产普查与勘探、构造地质学、勘查技术与工程、资源勘查工程等常规、非常规地质勘探类相关专业,206,江苏油田
21BF080C-9569-476E-9033-71FC76F284F7,石油操作岗,20,扬州、淮安,大专（高职）,石油工程技术、油气开采技术、石油与天然气地质勘探技术、地球物理勘探技术、油气地质勘探技术、钻井技术、油气储运技术、石油矿场机械等石油开采类相关专业,163,江苏油田
A8536F90-CB12-435A-8BA7-8EB730D3569B,油气田开发工程岗,36,扬州、淮安,本科、硕士研究生,油气田开发工程、石油与天然气工程、油气井工程、石油工程、地质工程、资源与环境（地质工程、石油与天然气工程、油气井工程方向）、油气储运工程、微生物技术、地球化学、应用化学、化学工程与工艺（盐化工方向）等常规、非常规油气田开发工程类相关专业,299,江苏油田
562195F8-55A2-4DD2-8969-240C3DBAAC4E,石油工程技术技能岗,22,湖北、四川、重庆、新疆、陕西、沙特等,大专（高职）,"1.石油工程类：石油工程技术、钻井技术、钻探技术、石油与天然气地质勘探技术、工程地质勘查、岩土工程技术、工程测量技术、土木工程检测技术等专业；
2.地质类：地球物理勘查技术、油气开采技术、油气藏分析技术、油气地质与勘查技术、油气智能开采技术、资源勘查工程技术等专业；
3.化学化工类：油田化学应用技术、石油化工生产技术、应用化工技术、精细化工技术、精细化学品生产技术、高分子合成技术、工业分析与检验、生物技术及应用、有机化工生产技术、化工装备技术、化工自动化技术、化工设备维修技术、材料工程技术等专业；
4.机械电仪类：机电设备运行与维护、机械设计与制造、机械制造与自动化、机械装备制造技术、机电设备维修与管理、智能制造装备技术、智能机电技术、智能控制技术、数控技术、工业工程技术、工业设计、工业过程自动化技术、工业自动化仪表技术、电机与电器、材料成型与控制技术、智能焊接技术、焊接技术及自动化、精密机械技术、机电一体化技术、电气自动化技术、生产过程自动化技术、电力系统自动化技术、机电设备技术、数控设备应用与维护、自动化生产设备应用、液压与气动技术等专业",183,江汉石油工程有限公司
3DBED188-F7A3-47CA-944D-431E3D6B2395,工程技术岗,23,天津及项目所在地,本科、硕士研究生,"硕研：机械制造及其自动化、机械电子工程、机械设计及理论、动力机械及工程、流体机械及工程、化工过程机械、工程力学、油气储运工程、化学工程、化学工艺、热能工程、能源动力、动力工程及工程热物理等相关专业。
本科：机械工程、机械设计制造及其自动化、机械电子工程、机械工艺技术、过程装备与控制工程、工程力学、油气储运工程、能源与动力工程、能源化学工程、化学工程与工艺、给水排水工程等相关专业。",192,第四建设公司
9C9E09F0-963B-4534-8971-6D4CF4E4757C,机电建筑岗,130,"河南
四川
山东
内蒙古
以及油田业务所在地",本科、硕士研究生,自动化；智能装备与系统；工业智能；智能测控工程；电气工程及其自动化；电气工程与自动化；电气工程与智能控制；电机电器智能化；测控技术与仪器；精密仪器及机械；智能感知工程；控制理论与控制工程；检测技术与自动化装置；物理电子学；电路与系统；微电子学与固体电子学；电磁场与微波技术；电气信息工程；通信与信息系统；信号与信息处理；电子信息工程；电机与电器；电子科学与技术；通信工程；微电子科学与工程；光电信息科学与工程；信息工程；机械工程；机械设计制造及其自动化；材料成型及控制工程；机械电子工程；过程装备与控制工程；机械工艺技术；微机电系统工程；机械设计及理论；测试计量技术及仪器；动力机械及工程；流体机械及工程；化工过程机械；系统工程；模式识别与智能系统；工程机械；土木工程；建筑环境与能源应用工程；建筑电气与智能化；建筑学（授予工学学位）；岩土工程；结构工程；建筑节能技术与工程；防灾减灾工程及防护工程；一般力学与力学基础；固体力学；流体力学；工程力学；仪器科学与技术；电气工程；信息与通信工程；控制科学与工程；集成电路科学与工程；工程管理（授予工学学位）；工程造价（授予工学学位）；智能制造工程；智能电网信息工程；集成电路设计与集成系统；电子信息科学与技术；人工智能；机器人工程；测绘工程、遥感科学与技术；地理空间信息工程；车辆工程；汽车服务工程；智能车辆工程；给排水科学与工程等相近专业。,1076,中原油田
DCECAF9D-A28E-4731-82C2-D33E4FFF3A9E,技能操作岗,15,山东等项目部所在地,大专（高职）,机械设计与制造、机械制造与自动化、数控技术、电机与电器、模具设计与制造、材料成型与控制技术、焊接技术与自动化、建筑设备工程技术、工业设计、精密机械技术、机电一体化技术、电气自动化技术、生产过程自动化技术、电力系统自动化技术、计算机控制技术、液压与气动技术,124,第十建设公司
764388A6-BC2D-4581-911A-9CD4FB894F10,焊接技术岗,7,天津及项目所在地,本科、硕士研究生,"硕研：材料物理与化学、材料学、材料加工工程、材料与化工等相关专业。
本科：焊接技术与工程、材料成型及控制工程、材料科学与工程、金属材料工程等相关专业。",58,第四建设公司
6AB782EF-AE07-40DB-8C32-C1C9B982FFAD,石油工程技术岗,23,豫、陕、甘、宁、蒙地区,本科、硕士研究生,石油工程、油气井工程、钻井工程、采矿工程、海洋油气工程、油气储运工程、石油与天然气工程、油气田开发工程、油田化学、管道工程、土木工程、岩土工程、结构工程、测绘工程、工程力学,192,华北石油局
0C103513-DAA1-4169-8224-F691B3CF8BD2,机械设计研发岗2,40,荆州、潜江、承德、华北、西南、西北,本科、硕士研究生,机械工程、机械制造及其自动化、智能制造装备与系统、智能控制技术、焊接技术与工程、金属材料工程、机械电子工程、无损检测、机械工程及自动化、机器人工程、能源工程及自动化、过程装备与控制工程、动力机械及工程、材料科学与工程、材料成型及控制工程、机械设计及理论、机械工艺技术、过程设备与机械、流体传动与控制、流体传动与控制技术、检测技术与自动化装置、精密仪器及机械、材料学、材料加工工程、材料物理与化学、高分子材料、复合材料与工程、流体机械及工程、制冷及低温工程、化工过程机械、车辆工程、汽车服务工程、工业设计与工程（机械）、船舶与海洋工程、海洋油气工程、轮机工程、力学、流体力学、仿真分析、高分子材料、高分子物理与化学、阀门设计与制造等,333,石油机械股份有限公司
A86EA178-452E-40CA-A40B-41D34C784D3E,勘查技术与工程岗,3,上海、海上平台、物探船或工程船,本科,专业包括：地球物理学、勘查技术与工程、地球探测与信息技术等专业(物探方向)、地质工程、资源勘查工程、岩土工程等专业。,25,上海海洋油气分公司
49A7FA20-6158-4B4C-B8C0-9183EBE4F6D5,电气控制设计研发岗2,14,荆州、潜江、承德、西南、华北、西北,本科、硕士研究生,智能控制技术、电力系统及智能控制、电力系统及其自动化、电力电子与电力传动、测控技术与仪器、机械电子工程、电气工程及其自动化、控制工程、智能制造装备与系统、自动化、电气工程、电气自动化、电气信息工程、电机与电器、电力理论与新技术、电气系统检测与控制、电气测试技术与仪器、电路与系统、电子信息工程、电工理论与新技术、电子科学与技术、信息与通信工程、测控技术、检测技术与自动化装置、仪器科学与技术、精密仪器及机械、测试计量技术及仪器、电子信息技术及仪器、仪器仪表工程等,116,石油机械股份有限公司
9584479B-9877-45CE-BF53-FAFE27352D52,化学工程研究硕士B岗,8,北京市,硕士研究生,化学工程与技术（重点化学工程、化学工艺、工业催化、应用化学）、化学（重点有机化学、物理化学、分析化学）、环境科学与工程（重点环境工程）,67,北京化工研究院
